Tipo movimiento,Fecha evento,Departamento,Municipio,Vereda,Longitud (°),Total de daños,Tipo movimiento (detalle),Subtipo movimiento,Subtipo movimiento (detalle)
Deslizamiento,2023-09-03,BOYACÁ,RONDÓN,RONDÓN,-73.1998,0.0,Reptación,Deslizamiento rotacional,Reptacion de suelos
Deslizamiento,2023-06-26,BOYACÁ,SANTANA,SANTANA,-73.492428,0.0,,Deslizamiento rotacional,
Deslizamiento,2023-05-25,BOYACÁ,SIACHOQUE,SIACHOQUE,-73.220261,0.0,,Deslizamiento traslacional,
Deslizamiento,2023-05-24,BOYACÁ,TOGÜÍ,TOGÜÍ,-73.493317,0.0,,Deslizamiento rotacional,
Deslizamiento,2023-05-05,BOYACÁ,CAMPOHER MOSO,CAMPOHER MOSO,-73.131278,1200.0,,Deslizamiento traslacional planar,
Deslizamiento,2023-04-28,BOYACÁ,TUTAZÁ,TUTAZÁ,-72.869956,0.0,,Deslizamiento rotacional,
Deslizamiento,2023-04-24,BOYACÁ,PAIPA,PALERMO,-73.174406,0.0,,Deslizamiento rotacional,
Deslizamiento,2023-04-20,BOYACÁ,GÁMEZA,GÁMEZA,-72.782139,0.0,,Deslizamiento rotacional,
Deslizamiento,2023-04-17,BOYACÁ,AQUITANIA,AQUITANIA,-72.877961,0.0,,Deslizamiento rotacional,
Deslizamiento,2023-03-22,BOYACÁ,TIBASOSA,TIBASOSA,-72.996297,0.0,,Deslizamiento rotacional,
Deslizamiento,2023-02-07,BOYACÁ,ARCABUCO,ARCABUCO,-73.414372,0.0,,Deslizamiento rotacional,
Deslizamiento,2023-01-27,BOYACÁ,VILLA DE LEIVA,VILLA DE LEIVA,-73.520833,0.0,,Deslizamiento rotacional,
Deslizamiento,2023-01-01,BOYACÁ,SIACHOQUE,SIACHOQUE,-73.185567,0.0,,Deslizamiento rotacional,
Deslizamiento,2022-11-05,ATLÁNTICO,PIOJÓ,PIOJÓ,-75.105811,5200000.0,Deslizamiento,Deslizamiento traslacional,Deslizamiento rotacional
Deslizamiento,2022-10-06,BOYACÁ,GARAGOA,CALDERA ABAJO,-73.363889,30000.0,,Deslizamiento traslacional,
Deslizamiento,2022-09-02,BOYACÁ,SANTANA,SANTANA,-73.4995,71399.0,,Deslizamiento rotacional,
Flujo,2022-08-14,CALDAS,RIOSUCIO,RIOSUCIO,-75.663611,2000.0,,Flujo de detritos,
Flujo,2022-08-14,CALDAS,RIOSUCIO,RIOSUCIO,-75.738755,3000.0,,Flujo de detritos,
Deslizamiento,2022-08-02,CALDAS,FILADELFIA,FILADELFIA,-75.564444,0.0,,Deslizamiento rotacional,
Deslizamiento,2022-08-02,BOYACÁ,BOYACÁ,BOYACÁ,-73.394075,3000.0,,Deslizamiento rotacional,
Deslizamiento,2022-07-31,CALDAS,FILADELFIA,FILADELFIA,-75.609722,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-07-30,CALDAS,FILADELFIA,BALMORAL,-75.547222,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-07-30,CALDAS,FILADELFIA,FILADELFIA,-75.551667,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-07-29,CALDAS,AGUADAS,ALTO DE LA MONTA#A,-75.492222,0.0,Flujo,Deslizamiento rotacional,Flujo de tierra
Deslizamiento,2022-07-28,CALDAS,FILADELFIA,BALMORAL,-75.543611,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-07-28,CALDAS,SUPIA,SUPIA,-75.647778,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-07-27,CALDAS,RIOSUCIO,RIOSUCIO,-75.686111,0.0,,Deslizamiento traslacional,
Flujo,2022-07-27,CALDAS,AGUADAS,ALTO DE LA MONTA#A,-75.499722,0.0,,Flujo de detritos,
Deslizamiento,2022-07-27,CALDAS,FILADELFIA,FILADELFIA,-75.553611,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-07-27,CALDAS,FILADELFIA,FILADELFIA,-75.553611,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-07-26,CALDAS,ARANZAZU,ARANZAZU,-75.506389,1.0,Flujo,Deslizamiento traslacional,Flujo de detritos
Flujo,2022-07-26,CALDAS,SUPIA,SUPIA,-75.649167,0.0,Caida,Flujo de tierra,Caida de Tierras
Deslizamiento,2022-07-26,CALDAS,SUPIA,SUPIA,-75.674167,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-07-26,CALDAS,SUPIA,SUPIA,-75.68,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-07-20,CALDAS,RIOSUCIO,IBERIA,-75.670556,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-07-20,CALDAS,AGUADAS,AGUADAS,-75.420556,0.0,,Deslizamiento traslacional,
Flujo,2022-07-20,CALDAS,AGUADAS,ARMA,-75.538333,0.0,,Flujo de detritos,
Flujo,2022-07-19,CALDAS,SUPIA,SUPIA,-75.650556,0.0,,Flujo de tierra,
Deslizamiento,2022-07-15,CALDAS,FILADELFIA,EL VERSO,-75.546111,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-07-15,CALDAS,RIOSUCIO,IBERIA,-75.670278,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-07-10,CALDAS,SUPIA,SUPIA,-75.612778,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-07-07,CALDAS,SUPIA,SUPIA,-75.670833,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-07-05,CALDAS,FILADELFIA,LA PAILA,-75.523889,0.0,Flujo,Deslizamiento traslacional,Avalancha de detritos
Deslizamiento,2022-07-05,CALDAS,ARANZAZU,ARANZAZU,-75.5475,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-07-05,CALDAS,RIOSUCIO,IBERIA,-75.669444,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-07-05,CALDAS,ARANZAZU,ARANZAZU,-75.490278,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-07-05,CALDAS,FILADELFIA,BALMORAL,-75.557778,0.0,Caida,Deslizamiento traslacional,Caida de roca
Deslizamiento,2022-07-01,CALDAS,ARANZAZU,ARANZAZU,-75.492778,0.0,Caida,Deslizamiento traslacional,Caida de roca
Deslizamiento,2022-07-01,CALDAS,FILADELFIA,FILADELFIA,-75.601667,1.0,Caida,Deslizamiento traslacional,Caida de roca
Deslizamiento,2022-07-01,CALDAS,FILADELFIA,FILADELFIA,-75.597778,1.0,,Deslizamiento traslacional,
Deslizamiento,2022-07-01,CALDAS,FILADELFIA,FILADELFIA,-75.545833,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-06-29,CALDAS,MARQUETAL IA,MARQUETAL IA,-75.082778,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-06-28,CALDAS,AGUADAS,BOCAS,-75.573611,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-06-24,CALDAS,ARANZAZU,ARANZAZU,-75.517222,0.0,Caida,Deslizamiento traslacional,Caida de roca
Flujo,2022-06-10,CALDAS,RIOSUCIO,RIOSUCIO,-75.699444,0.0,,Flujo de detritos,
Deslizamiento,2022-06-07,CALDAS,SUPIA,SUPIA,-75.6125,1.0,,Deslizamiento traslacional,
Deslizamiento,2022-06-07,CALDAS,SUPIA,SUPIA,-75.645556,0.0,Caida,Deslizamiento traslacional,Caida de roca
Deslizamiento,2022-06-07,CALDAS,SUPIA,SUPIA,-75.617222,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-06-07,CALDAS,SUPIA,SUPIA,-75.619167,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-06-07,CALDAS,SUPIA,SUPIA,-75.614722,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-06-07,CALDAS,SUPIA,SUPIA,-75.616111,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-06-07,CALDAS,SUPIA,SUPIA,-75.674444,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-06-07,CALDAS,SUPIA,SUPIA,-75.618333,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-06-07,CALDAS,SUPIA,SUPIA,-75.613889,0.0,Caida,Deslizamiento traslacional,Caida de roca
Flujo,2022-06-07,CALDAS,SUPIA,SUPIA,-75.638333,0.0,Caida,Flujo de detritos,Caida de roca
Deslizamiento,2022-06-07,CALDAS,SUPIA,SUPIA,-75.674444,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-06-07,CALDAS,SUPIA,SUPIA,-75.671944,0.0,Flujo,Deslizamiento traslacional,Flujo de detritos
Deslizamiento,2022-06-07,CALDAS,SUPIA,SUPIA,-75.663333,0.0,,Deslizamiento rotacional,
Deslizamiento,2022-06-07,CALDAS,SUPIA,SUPIA,-75.615833,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-06-07,CALDAS,SUPIA,SUPIA,-75.614722,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-06-07,CALDAS,SUPIA,SUPIA,-75.612778,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-06-07,CALDAS,SUPIA,SUPIA,-75.6125,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-06-07,CALDAS,SUPIA,SUPIA,-75.625556,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-06-07,CALDAS,SUPIA,LA QUINTA,-75.645556,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-06-07,CALDAS,SUPIA,SUPIA,-75.638333,0.0,Flujo,Deslizamiento traslacional,Flujo de lodo
Deslizamiento,2022-06-07,CALDAS,SUPIA,SUPIA,-75.612222,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-06-07,CALDAS,SUPIA,SUPIA,-75.619444,0.0,Flujo,Deslizamiento traslacional,Flujo de tierra
Deslizamiento,2022-06-07,CALDAS,SUPIA,SUPIA,-75.6175,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-06-07,CALDAS,SUPIA,SUPIA,-75.616111,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-06-01,CALDAS,FILADELFIA,BALMORAL,-75.545278,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-06-01,CALDAS,FILADELFIA,FILADELFIA,-75.602222,1.0,Caida,Deslizamiento traslacional,Caida de roca
Deslizamiento,2022-06-01,CALDAS,FILADELFIA,MORRITOS,-75.567222,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-06-01,CALDAS,ARANZAZU,ARANZAZU,-75.428889,0.0,,Deslizamiento traslacional,
Flujo,2022-05-29,CALDAS,AGUADAS,AGUADAS,-75.538333,0.0,,Flujo de detritos,
Flujo,2022-05-28,CALDAS,AGUADAS,ALTO DE LA MONTA#A,-75.492222,0.0,,Flujo de detritos,
Deslizamiento,2022-05-26,CALDAS,AGUADAS,AGUADAS,-75.515,0.0,Deslizamiento,Deslizamiento traslacional,Deslizamiento traslacional
Deslizamiento,2022-05-24,CALDAS,MARQUETAL IA,SANTA ELENA,-75.995556,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-05-18,CALDAS,SUPIA,SUPIA,-75.644444,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-05-16,CALDAS,AGUADAS,AGUADAS,-75.460833,0.0,,Deslizamiento rotacional,
Deslizamiento,2022-05-15,CALDAS,SUPIA,SUPIA,-75.676111,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-05-15,CALDAS,SUPIA,SUPIA,-75.674167,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-05-15,CALDAS,RIOSUCIO,RIOSUCIO,-75.6875,1000.0,,Deslizamiento traslacional,
Deslizamiento,2022-05-05,CALDAS,ARANZAZU,ARANZAZU,-75.470556,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-05-05,CALDAS,RIOSUCIO,RIOSUCIO,-75.685833,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-05-04,BOYACÁ,CORRALES,CORRALES,-72.844667,105820.0,,Deslizamiento traslacional,
Flujo,2022-05-03,CALDAS,AGUADAS,AGUADAS,-75.537778,0.0,,Flujo de detritos,
Deslizamiento,2022-05-03,BOYACÁ,PAYA,PAYA,-72.432361,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-05-01,CALDAS,ARANZAZU,ARANZAZU,-75.550556,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-05-01,CALDAS,SUPIA,SUPIA,-75.640833,0.0,Caida,Deslizamiento traslacional,Caida de roca
Deslizamiento,2022-04-27,CALDAS,SUPIA,SUPIA,-75.674722,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-04-25,CALDAS,RIOSUCIO,RIOSUCIO,-75.713056,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-04-25,CALDAS,MARQUETAL IA,MARQUETAL IA,-75.031944,0.0,,Deslizamiento traslacional,
Flujo,2022-04-22,BOYACÁ,PAYA,PAYA,-72.512222,0.0,Flujo,Avalancha de detritos,Avalancha de rocas
Deslizamiento,2022-04-21,CALDAS,MARQUETAL IA,MARQUETAL IA,-75.082778,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-04-18,BOYACÁ,PAYA,PAYA,-72.433111,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-04-18,CALDAS,AGUADAS,ALTO DE LA MONTA#A,-75.506111,0.0,,Deslizamiento rotacional,
Deslizamiento,2022-04-17,CALDAS,SUPIA,SUPIA,-75.6625,7000.0,,Deslizamiento rotacional,
Deslizamiento,2022-04-16,CALDAS,MARQUETAL IA,MARQUETAL IA,-75.048611,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-04-15,CALDAS,RIOSUCIO,RIOSUCIO,-75.685278,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-04-15,CALDAS,RIOSUCIO,RIOSUCIO,-75.669167,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-04-11,BOYACÁ,MONIQUIRÁ,MONIQUIRÁ,-73.541111,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-04-10,CALDAS,FILADELFIA,FILADELFIA,-75.598056,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-04-07,CALDAS,MARQUETAL IA,MARQUETAL IA,-75.073611,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-04-06,CALDAS,ARANZAZU,LA HONDITA,-75.493889,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-04-05,CALDAS,RIOSUCIO,RIOSUCIO,-75.7125,5000.0,,Deslizamiento traslacional,
Deslizamiento,2022-04-05,CALDAS,RIOSUCIO,RIOSUCIO,-75.690833,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-04-05,CALDAS,SUPIA,SUPIA,-75.664444,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-04-04,CALDAS,FILADELFIA,FILADELFIA,-75.556944,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-04-04,CALDAS,FILADELFIA,EL VERSO,-75.544167,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-04-03,CALDAS,AGUADAS,AGUADAS,-75.456389,0.0,,Deslizamiento traslacional,
Flujo,2022-04-02,CALDAS,AGUADAS,AGUADAS,-75.465833,0.0,,Flujo de detritos,
Deslizamiento,2022-04-01,CALDAS,FILADELFIA,EL VERSO,-75.548333,0.0,Flujo,Deslizamiento traslacional,Flujo de tierra
Deslizamiento,2022-04-01,CALDAS,FILADELFIA,SAN LUIS,-75.553611,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-04-01,CALDAS,FILADELFIA,SAN LUIS,-75.553056,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-04-01,CALDAS,FILADELFIA,FILADELFIA,-75.562222,1.0,,Deslizamiento traslacional,
Deslizamiento,2022-03-31,BOYACÁ,SOCHA,SOCHA,-72.687475,900.0,,Deslizamiento traslacional,
Deslizamiento,2022-03-30,CALDAS,MARQUETAL IA,MARQUETAL IA,-75.082222,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-03-16,CALDAS,FILADELFIA,LA PAILA,-75.520556,0.0,Caida,Deslizamiento traslacional,Caida de roca
Deslizamiento,2022-03-16,CALDAS,MARQUETAL IA,MARQUETAL IA,-75.091111,1200.0,,Deslizamiento traslacional,
Deslizamiento,2022-03-16,CALDAS,MARQUETAL IA,MARQUETAL IA,-75.074444,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-03-16,CALDAS,MARQUETAL IA,MARQUETAL IA,-75.090278,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-03-15,CALDAS,SUPIA,SUPIA,-75.6725,0.0,,Deslizamiento traslacional,
Flujo,2022-03-15,CALDAS,RIOSUCIO,RIOSUCIO,-75.694444,0.0,,Flujo de tierra,
Flujo,2022-03-15,CALDAS,AGUADAS,SAN NICOLAS,-75.471944,0.0,,Flujo de detritos,
Deslizamiento,2022-03-15,CALDAS,AGUADAS,AGUADAS,-75.401389,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-03-15,CALDAS,RIOSUCIO,RIOSUCIO,-75.713333,10000.0,,Deslizamiento traslacional,
Deslizamiento,2022-03-15,CALDAS,RIOSUCIO,RIOSUCIO,-75.695,0.0,,Deslizamiento traslacional,
Flujo,2022-03-15,BOYACÁ,TUTAZÁ,TUTAZÁ,-72.841375,0.0,,Flujo de tierra,
Deslizamiento,2022-03-15,CALDAS,RIOSUCIO,RIOSUCIO,-75.695278,5000.0,,Deslizamiento traslacional,
Deslizamiento,2022-03-15,CALDAS,RIOSUCIO,RIOSUCIO,-75.795278,0.0,Caida,Deslizamiento traslacional,Caida de roca
Deslizamiento,2022-03-15,CALDAS,RIOSUCIO,RIOSUCIO,-75.703611,7000.0,,Deslizamiento traslacional,
Flujo,2022-03-14,CALDAS,AGUADAS,AGUADAS,-75.498889,0.0,Flujo,Flujo de tierra,Flujo de detritos
Deslizamiento,2022-03-12,CALDAS,MARQUETAL IA,MARQUETAL IA,-75.053889,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-03-08,CALDAS,MARQUETAL IA,MARQUETAL IA,-75.031944,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-03-08,CALDAS,MARQUETAL IA,MARQUETAL IA,-75.074167,0.0,,Deslizamiento traslacional,
Flujo,2022-03-07,CALDAS,MARQUETAL IA,MARQUETAL IA,-75.081944,0.0,,Flujo de detritos,
Deslizamiento,2022-02-18,CALDAS,AGUADAS,AGUADAS,-75.451944,0.0,,Deslizamiento traslacional,
Flujo,2022-02-17,CALDAS,RIOSUCIO,IBERIA,-75.670833,0.0,,Flujo de tierra,
Deslizamiento,2022-02-15,CALDAS,SUPIA,SUPIA,-75.645,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-02-09,BOYACÁ,MACANAL,NARANJOS,-73.344672,1000.0,,Deslizamiento traslacional,
Deslizamiento,2022-01-15,CASANARE,RECETOR,RECETOR,-72.735444,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-01-12,CALDAS,MARQUETAL IA,MARQUETAL IA,-75.04633,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-01-11,BOYACÁ,TENZA,TENZA,-73.422714,55000.0,,Deslizamiento traslacional,
Flujo,2022-01-10,CALDAS,RIOSUCIO,RIOSUCIO,-75.712778,3000.0,,Flujo de tierra,
Deslizamiento,2022-01-08,CUNDINAMA RCA,QUIPILE,QUIPILE,-74.526558,0.0,Flujo,Deslizamiento traslacional,Avalancha de detritos
Deslizamiento,2022-01-06,CALDAS,FILADELFIA,MORRITOS,-75.568333,0.0,,Deslizamiento traslacional,
Deslizamiento,2022-01-04,BOYACÁ,CHIVOR,CHIVOR,-73.368869,1000.0,,Deslizamiento traslacional,
Deslizamiento,2022-01-04,CALDAS,ARANZAZU,ARANZAZU,-75.548889,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-12-28,CALDAS,MARQUETAL IA,MARQUETAL IA,-74.993611,0.0,,Deslizamiento traslacional,
Flujo,2021-12-26,CALDAS,RIOSUCIO,RIOSUCIO,-75.692778,0.0,,Flujo de tierra,
Flujo,2021-12-22,CALDAS,MARQUETAL IA,MARQUETAL IA,-75.041389,5000.0,,Flujo de detritos,
Deslizamiento,2021-12-22,CALDAS,MARQUETAL IA,EL PLACER,-75.065,0.0,Flujo,Deslizamiento rotacional,Flujo de detritos
Flujo,2021-12-21,CALDAS,MARQUETAL IA,EL PLACER,-75.061111,400.0,,Flujo de detritos,
Deslizamiento,2021-12-21,CALDAS,MARQUETAL IA,MARQUETAL IA,-75.058889,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-12-21,CASANARE,RECETOR,RECETOR,-72.800361,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-12-21,BOYACÁ,SAN JOSÉ DE PARE,SAN JOSÉ DE PARE,-73.552797,9200.0,Deslizamiento,Deslizamiento rotacional,Deslizamiento rotacional
Deslizamiento,2021-12-21,CALDAS,MARQUETAL IA,MARQUETAL IA,-75.048333,12000.0,,Deslizamiento traslacional,
Deslizamiento,2021-12-14,CALDAS,MARQUETAL IA,MARQUETAL IA,-75.071389,0.0,Deslizamiento,Deslizamiento traslacional,Deslizamiento traslacional
Deslizamiento,2021-12-13,CALDAS,MARQUETAL IA,MARQUETAL IA,-75.043611,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-12-13,CALDAS,MARQUETAL IA,MARQUETAL IA,-75.04633,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-12-01,CALDAS,MARQUETAL IA,MARQUETAL IA,-75.096111,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-11-20,CASANARE,CHÁMEZA,CHÁMEZA,-72.871972,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-11-16,CASANARE,RECETOR,RECETOR,-72.824944,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-11-16,CASANARE,RECETOR,RECETOR,-72.786139,0.0,Flujo,Deslizamiento traslacional,Flujo de detritos
Deslizamiento,2021-11-15,CASANARE,RECETOR,RECETOR,-72.759444,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-11-10,CALDAS,SUPIA,SUPIA,-75.601667,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-11-09,CASANARE,RECETOR,RECETOR,-72.754667,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-11-08,CASANARE,RECETOR,RECETOR,-72.760278,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-11-08,CASANARE,RECETOR,RECETOR,-72.760278,0.0,,Deslizamiento traslacional,
Flujo,2021-11-06,CALDAS,AGUADAS,AGUADAS,-75.538611,0.0,,Flujo de detritos,
Deslizamiento,2021-11-04,CASANARE,RECETOR,RECETOR,-72.728528,0.0,Caida,Deslizamiento traslacional,Caida de roca
Flujo,2021-11-03,BOYACÁ,MACANAL,MACANAL,-73.345861,0.0,Deslizamiento,Flujo de lodo,Deslizamiento rotacional
Deslizamiento,2021-10-25,RISARALDA,PEREIRA,PEREIRA,-75.742222,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-25,BOYACÁ,SUTATENZA,SUTATENZA,-73.448792,5000.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-24,RISARALDA,PEREIRA,PEREIRA,-75.729722,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-24,RISARALDA,PEREIRA,PEREIRA,-75.73,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-23,RISARALDA,PEREIRA,PEREIRA,-75.742222,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-22,RISARALDA,PEREIRA,PEREIRA,-75.741667,0.0,,Deslizamiento rotacional,
Deslizamiento,2021-10-22,RISARALDA,PEREIRA,PEREIRA,-75.741389,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-22,RISARALDA,PEREIRA,PEREIRA,-75.741389,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-20,CASANARE,CHÁMEZA,CHÁMEZA,-72.852361,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-20,CASANARE,RECETOR,RECETOR,-72.755694,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-20,RISARALDA,PEREIRA,PEREIRA,-75.742778,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-20,RISARALDA,PEREIRA,PEREIRA,-75.742222,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-20,RISARALDA,PEREIRA,PEREIRA,-75.741944,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-20,BOYACÁ,TIBANÁ,SUTA ARRIBA,-73.353519,5000.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-18,RISARALDA,PEREIRA,PEREIRA,-75.7425,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-16,RISARALDA,PEREIRA,PEREIRA,-75.735278,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-16,RISARALDA,PEREIRA,PEREIRA,-75.74,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-16,RISARALDA,PEREIRA,PEREIRA,-75.693333,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-15,CASANARE,RECETOR,RECETOR,-72.730361,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-15,CASANARE,CHÁMEZA,CHÁMEZA,-72.871833,0.0,,Deslizamiento traslacional planar,
Deslizamiento,2021-10-15,CASANARE,CHÁMEZA,CHÁMEZA,-72.825472,30000000.0,Flujo,Deslizamiento traslacional planar,Flujo de detritos
Deslizamiento,2021-10-15,CASANARE,RECETOR,RECETOR,-72.725278,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-15,CASANARE,CHÁMEZA,CHÁMEZA,-72.85075,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-15,CASANARE,CHÁMEZA,CHÁMEZA,-72.871794,0.0,,Deslizamiento traslacional planar,
Deslizamiento,2021-10-12,RISARALDA,PEREIRA,PEREIRA,-75.742222,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-12,CASANARE,RECETOR,RECETOR,-72.754175,0.0,Caida,Deslizamiento traslacional,Caida de roca
Deslizamiento,2021-10-11,RISARALDA,PEREIRA,PEREIRA,-75.742222,0.0,,Deslizamiento traslacional,
Flujo,2021-10-11,BOYACÁ,ÚMBITA,ÚMBITA,-73.441814,2000.0,,Flujo de lodo,
Deslizamiento,2021-10-10,CASANARE,CHÁMEZA,CHÁMEZA,-72.852861,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-08,RISARALDA,PEREIRA,PEREIRA,-75.732778,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-08,RISARALDA,PEREIRA,PEREIRA,-75.730556,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-07,RISARALDA,PEREIRA,PEREIRA,-75.736111,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-07,RISARALDA,PEREIRA,PEREIRA,-75.736667,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-06,RISARALDA,PEREIRA,PEREIRA,-75.740278,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-10-04,CALDAS,FILADELFIA,FILADELFIA,-75.566667,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-09-23,CASANARE,CHÁMEZA,CHÁMEZA,-72.822778,0.0,Flujo,Deslizamiento traslacional,Flujo de detritos
Deslizamiento,2021-09-23,CASANARE,CHÁMEZA,CHÁMEZA,-72.822806,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-09-23,CASANARE,CHÁMEZA,CHÁMEZA,-72.841111,0.0,,Deslizamiento traslacional planar,
Deslizamiento,2021-09-19,CALDAS,AGUADAS,AGUADAS,-75.536944,0.0,Flujo,Deslizamiento traslacional,Flujo de tierra
Deslizamiento,2021-09-18,RISARALDA,PEREIRA,PEREIRA,-75.735556,0.0,,Deslizamiento traslacional,
Deslizamiento,2021-09-15,CASANARE,CHÁMEZA,CHÁMEZA,-72.89875,0.0,Caida,Deslizamiento traslacional,Caida de roca
