Tipo movimiento,Fecha evento,Departamento,Municipio,Vereda,Longitud (°),Total de daños,Tipo movimiento (detalle),Subtipo movimiento,Subtipo movimiento (detalle)
Deslizamiento,2016-01-01,NORTE DE SANTANDER,TOLEDO,TOLEDO,-72.445242,0.0,,Deslizamiento rotacional,
Deslizamiento,2016-01-01,NORTE DE SANTANDER,TOLEDO,TOLEDO,-72.499706,0.0,,Deslizamiento traslacional,
Deslizamiento,2016-01-01,CAUCA,SOTARÁ (Paispamba),LA PAZ,-76.649021,0.0,,Deslizamiento traslacional,
Deslizamiento,2016-01-01,NORTE DE SANTANDER,TOLEDO,TOLEDO,-72.405272,0.0,,Deslizamiento traslacional,
Flujo,2016-01-01,NORTE DE SANTANDER,TOLEDO,TOLEDO,-72.368752,0.0,Deslizamiento,Flujo de detritos,Deslizamiento traslacional
Deslizamiento,2016-01-01,NORTE DE SANTANDER,TOLEDO,TOLEDO,-72.542729,0.0,,Deslizamiento traslacional,
Deslizamiento,2016-01-01,NORTE DE SANTANDER,TOLEDO,TOLEDO,-72.462198,0.0,,Deslizamiento traslacional,
Deslizamiento,2016-01-01,NORTE DE SANTANDER,TOLEDO,TOLEDO,-72.434602,0.0,,Deslizamiento traslacional,
Deslizamiento,2016-01-01,NORTE DE SANTANDER,TOLEDO,TOLEDO,-72.433464,0.0,,Deslizamiento traslacional,
Deslizamiento,2016-01-01,NORTE DE SANTANDER,TOLEDO,TOLEDO,-72.534918,0.0,,Deslizamiento traslacional,
Deslizamiento,2016-01-01,CAUCA,SOTARÁ (Paispamba),CHAPA,-76.611047,0.0,,Deslizamiento traslacional,
Deslizamiento,2016-01-01,CAUCA,SOTARÁ (Paispamba),CHAPA,-76.614486,0.0,,Deslizamiento traslacional,
Deslizamiento,2016-01-01,NORTE DE SANTANDER,TOLEDO,TOLEDO,-72.503072,0.0,,Deslizamiento rotacional,
Deslizamiento,2016-01-01,NORTE DE SANTANDER,TOLEDO,TOLEDO,-72.500094,0.0,,Deslizamiento traslacional,
Flujo,2016-01-01,NORTE DE SANTANDER,BOCHALEMA,BOCHALEMA,-72.654722,0.0,,Flujo de detritos,
Deslizamiento,2016-01-01,BOYACÁ,PISBA,JOTA,-72.495903,0.0,Caida,Deslizamiento traslacional planar,Caida de roca
Deslizamiento,2016-01-01,NORTE DE SANTANDER,CHINÁCOTA,CHINÁCOTA,-72.579728,0.0,,Deslizamiento traslacional,
Deslizamiento,2016-01-01,CAUCA,ROSAS,ROSAS,-76.742139,0.0,,Deslizamiento traslacional,
Deslizamiento,2016-01-01,CAUCA,LA SIERRA,LA SIERRA,-76.764614,0.0,,Deslizamiento traslacional,
Deslizamiento,2016-01-01,CAUCA,SOTARÁ (Paispamba),SOTARÁ (Paispamba),-76.612792,0.0,,Deslizamiento rotacional,
Deslizamiento,2016-01-01,CAUCA,SOTARÁ (Paispamba),CHAPA,-76.615889,0.0,,Deslizamiento traslacional,
Flujo,2016-01-01,NORTE DE SANTANDER,TOLEDO,TOLEDO,-72.410211,0.0,Deslizamiento,Flujo de detritos,Deslizamiento rotacional
Deslizamiento,2016-01-01,CAUCA,CAJIBÍO,CAJIBÍO,-76.764011,0.0,Flujo,Deslizamiento traslacional,Avalancha de detritos
Deslizamiento,2016-01-01,CAUCA,SOTARÁ (Paispamba),CHAPA,-76.615692,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-12-18,CAUCA,LA SIERRA,LA SIERRA,-76.858116,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-12-15,CALDAS,AGUADAS,BOCAS,-75.578611,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-11-23,VALLE DEL CAUCA,JAMUNDÍ,SAN ANTONIO,-76.647772,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-11-05,BOYACÁ,SANTA MARÍA,SANTA MARÍA,-73.2622,22500.0,Caida,Deslizamiento rotacional,Caida de detritos
Deslizamiento,2015-11-01,BOYACÁ,SAN LUIS DE GACENO,SAN LUIS DE GACENO,-73.202,0.0,Caida,Deslizamiento traslacional,Caida de detritos
Deslizamiento,2015-11-01,BOYACÁ,SANTA MARÍA,SANTA MARÍA,-73.205003,0.0,Caida,Deslizamiento traslacional,Caida de detritos
Deslizamiento,2015-11-01,BOYACÁ,CHIVOR,CHIVOR,-73.357011,1000.0,Flujo,Deslizamiento traslacional,Flujo de detritos
Deslizamiento,2015-11-01,BOYACÁ,SANTA MARÍA,SANTA MARÍA,-73.2649,25000.0,Flujo,Deslizamiento traslacional,Avalancha de detritos
Deslizamiento,2015-11-01,VALLE DEL CAUCA,CALI,CALI,-76.558642,1.0,,Deslizamiento traslacional,
Deslizamiento,2015-11-01,BOYACÁ,SANTA MARÍA,SANTA MARÍA,-73.263397,25000.0,Flujo,Deslizamiento traslacional,Avalancha de detritos
Deslizamiento,2015-11-01,VALLE DEL CAUCA,YUMBO,SAN MARCOS,-76.441893,0.0,Caida,Deslizamiento traslacional,Caida de detritos
Deslizamiento,2015-11-01,VALLE DEL CAUCA,YUMBO,YUMBO,-76.516489,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-11-01,CAUCA,LA SIERRA,LA SIERRA,-76.767972,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-11-01,BOYACÁ,SAN LUIS DE GACENO,SAN LUIS DE GACENO,-73.2023,0.0,Caida,Deslizamiento traslacional,Caida de detritos
Deslizamiento,2015-11-01,BOYACÁ,SANTA MARÍA,SANTA MARÍA,-73.2601,5000.0,Flujo,Deslizamiento traslacional,Avalancha de detritos
Deslizamiento,2015-10-15,VALLE DEL CAUCA,YUMBO,YUMBO,-76.492483,0.0,Flujo,Deslizamiento traslacional,Flujo de tierra
Deslizamiento,2015-10-15,NORTE DE SANTANDER,CHINÁCOTA,CHINÁCOTA,-72.558394,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-10-12,VALLE DEL CAUCA,JAMUNDÍ,JAMUNDÍ,-76.720675,0.0,Reptación,Deslizamiento traslacional,Reptacion de suelos
Deslizamiento,2015-10-12,VALLE DEL CAUCA,JAMUNDÍ,JAMUNDÍ,-76.718231,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-10-10,BOYACÁ,GUAYATÁ,GUAYATÁ,-73.506306,300.0,,Deslizamiento traslacional,
Deslizamiento,2015-10-01,NORTE DE SANTANDER,SANTIAGO,SANTIAGO,-72.739951,0.0,,Deslizamiento traslacional,
Flujo,2015-10-01,NORTE DE SANTANDER,SANTIAGO,SANTIAGO,-72.68234,0.0,,Flujo de detritos,
Deslizamiento,2015-10-01,CAUCA,SOTARÁ (Paispamba),EL CRUCERO,-76.648875,10000.0,,Deslizamiento traslacional,
Deslizamiento,2015-10-01,CASANARE,RECETOR,RECETOR,-72.779239,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-10-01,CAUCA,CAJIBÍO,CAJIBÍO,-76.768511,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-10-01,NORTE DE SANTANDER,SANTIAGO,SANTIAGO,-72.739833,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-09-16,BOYACÁ,SAN EDUARDO,SAN EDUARDO,-73.035953,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-09-16,BOYACÁ,SAN EDUARDO,SAN EDUARDO,-73.036861,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-09-16,BOYACÁ,SAN EDUARDO,SAN EDUARDO,-73.035897,0.0,Caida,Deslizamiento traslacional,Caida de detritos
Deslizamiento,2015-09-13,BOYACÁ,TENZA,TENZA,-73.398803,35000.0,Flujo,Deslizamiento traslacional,Flujo de lodo
Deslizamiento,2015-09-08,CAUCA,POPAYÁN,EL SENDERO,-76.579358,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-09-01,CAUCA,POPAYÁN,EL SENDERO,-76.578053,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-09-01,BOYACÁ,CAMPOHER MOSO,CAMPOHER MOSO,-73.168603,0.0,Caida,Deslizamiento traslacional,Caida de detritos
Deslizamiento,2015-09-01,BOYACÁ,CAMPOHER MOSO,CAMPOHER MOSO,-73.181197,700.0,Caida,Deslizamiento traslacional,Caida de detritos
Deslizamiento,2015-09-01,BOYACÁ,CAMPOHER MOSO,CAMPOHER MOSO,-73.1735,1200.0,Caida,Deslizamiento traslacional,Caida de detritos
Deslizamiento,2015-09-01,BOYACÁ,CAMPOHER MOSO,CAMPOHER MOSO,-73.156097,0.0,Flujo,Deslizamiento traslacional,Flujo de detritos
Flujo,2015-08-15,NORTE DE SANTANDER,SANTIAGO,SANTIAGO,-72.731735,0.0,,Flujo de tierra,
Deslizamiento,2015-08-12,BOYACÁ,SAN EDUARDO,SAN EDUARDO,-73.054458,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-08-12,BOYACÁ,SAN EDUARDO,SAN EDUARDO,-73.059097,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-08-01,BOYACÁ,NUEVO COLÓN,NUEVO COLÓN,-73.428394,0.0,,Deslizamiento rotacional,
Deslizamiento,2015-08-01,BOYACÁ,SANTA MARÍA,SANTA MARÍA,-73.260597,0.0,Reptación,Deslizamiento rotacional,Reptacion de suelos
Deslizamiento,2015-08-01,BOYACÁ,NUEVO COLÓN,NUEVO COLÓN,-73.450639,0.0,Deslizamiento,Deslizamiento rotacional,Deslizamiento traslacional
Deslizamiento,2015-07-15,CASANARE,CHÁMEZA,CHÁMEZA,-72.866556,12000000.0,Caida,Deslizamiento traslacional planar,Caida de roca
Deslizamiento,2015-07-15,BOYACÁ,SAN EDUARDO,SAN EDUARDO,-73.068836,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-07-03,CALDAS,MARMATO,CABRAS,-75.604111,0.0,Flujo,Deslizamiento traslacional,Avalancha de detritos
Deslizamiento,2015-07-01,BOYACÁ,SOMONDOC O,SOMONDOC O,-73.414236,0.0,Deslizamiento,Deslizamiento rotacional,Deslizamiento traslacional
Deslizamiento,2015-07-01,CAUCA,SOTARÁ (Paispamba),EL CARMEN,-76.693369,2000.0,,Deslizamiento rotacional,
Deslizamiento,2015-07-01,BOYACÁ,SAN LUIS DE GACENO,SAN LUIS DE GACENO,-73.041339,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-07-01,BOYACÁ,SAN LUIS DE GACENO,SAN LUIS DE GACENO,-73.040497,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-06-26,NARIÑO,PUERRES,MONOPAMB A,-77.335833,0.0,,Deslizamiento rotacional,
Deslizamiento,2015-06-25,NARIÑO,EL TABLÓN,APONTE,-77.037342,0.0,,Deslizamiento rotacional,
Deslizamiento,2015-06-20,BOYACÁ,GARAGOA,GARAGOA,-73.271169,3000.0,,Deslizamiento traslacional,
Deslizamiento,2015-06-17,BOYACÁ,SAN EDUARDO,SAN EDUARDO,-73.039575,0.0,Caida,Deslizamiento traslacional,Caida de detritos
Flujo,2015-06-15,PUTUMAYO,MOCOA,SAN ANTONIO,-76.680308,1500.0,,Flujo de detritos,
Deslizamiento,2015-06-10,BOYACÁ,CIÉNEGA,CIÉNEGA,-73.271639,17210.0,,Deslizamiento traslacional,
Deslizamiento,2015-06-05,BOYACÁ,JENESANO,JENESANO,-73.35,2000.0,,Deslizamiento traslacional,
Deslizamiento,2015-06-01,CAUCA,ROSAS,PARRAGA,-76.781407,0.0,,Deslizamiento rotacional,
Deslizamiento,2015-06-01,BOYACÁ,SAN LUIS DE GACENO,SAN LUIS DE GACENO,-73.179964,0.0,Caida,Deslizamiento traslacional,Caida de detritos
Deslizamiento,2015-06-01,BOYACÁ,SAN LUIS DE GACENO,SAN LUIS DE GACENO,-73.178233,0.0,,Deslizamiento traslacional,
Flujo,2015-06-01,CASANARE,RECETOR,RECETOR,-72.75775,0.0,,Avalancha de detritos,
Deslizamiento,2015-06-01,BOYACÁ,SAN LUIS DE GACENO,SAN LUIS DE GACENO,-73.179703,2000.0,Caida,Deslizamiento traslacional,Caida de detritos
Deslizamiento,2015-06-01,BOYACÁ,SAN LUIS DE GACENO,SAN LUIS DE GACENO,-73.178397,1500.0,,Deslizamiento traslacional,
Deslizamiento,2015-06-01,CAUCA,ROSAS,ROSAS,-76.664397,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-06-01,BOYACÁ,NUEVO COLÓN,NUEVO COLÓN,-73.452003,9000.0,Reptación,Deslizamiento traslacional,Reptacion de suelos
Deslizamiento,2015-05-28,CASANARE,RECETOR,RECETOR,-72.7773,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-05-27,CHOCÓ,SAN JOSÉ DEL PALMAR,SAN JOSÉ DEL PALMAR,-76.087761,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-05-25,BOYACÁ,SAN LUIS DE GACENO,SAN LUIS DE GACENO,-73.108039,0.0,Reptación,Deslizamiento rotacional,Reptacion de suelos
Deslizamiento,2015-05-20,BOYACÁ,SAN LUIS DE GACENO,SAN LUIS DE GACENO,-73.107597,2000.0,Reptación,Deslizamiento rotacional,Reptacion de suelos
Flujo,2015-05-17,BOYACÁ,PAYA,CENTRO (MORCOTE),-72.316389,0.0,,Deslizamiento por flujo,
Deslizamiento,2015-05-13,CAUCA,POPAYÁN,POPAYÁN,-76.579358,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-05-10,BOYACÁ,SANTA MARÍA,SANTA MARÍA,-73.248703,25000.0,Reptación,Deslizamiento rotacional,Reptacion de suelos
Deslizamiento,2015-05-01,NORTE DE SANTANDER,SANTIAGO,SANTIAGO,-72.682395,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-04-28,CALDAS,MARQUETAL IA,MARQUETAL IA,-75.086389,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-04-18,BOYACÁ,GUAYATÁ,GUAYATÁ,-73.480219,1850.0,,Deslizamiento traslacional,
Deslizamiento,2015-04-10,BOYACÁ,RAMIRIQUÍ,RAMIRIQUÍ,-73.343611,5000.0,,Deslizamiento traslacional,
Deslizamiento,2015-04-10,TOLIMA,VILLARRICA,VILLARRICA,-74.61075,5000.0,Deslizamiento,Deslizamiento traslacional,Deslizamiento rotacional
Deslizamiento,2015-04-07,BOYACÁ,JENESANO,JENESANO,-73.353278,1600.0,,Deslizamiento rotacional,
Deslizamiento,2015-04-01,CAUCA,CAJIBÍO,CAJIBÍO,-76.767237,45000.0,,Deslizamiento traslacional,
Deslizamiento,2015-04-01,CAUCA,ROSAS,ROSAS,-76.698021,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-03-19,CALDAS,MARQUETAL IA,MARQUETAL IA,-75.047839,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-03-18,NARIÑO,PASTO,EL ENCANO,-77.145,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-03-18,NARIÑO,PASTO,EL ENCANO,-77.135278,0.0,,Deslizamiento rotacional,
Deslizamiento,2015-03-18,NARIÑO,PASTO,EL ENCANO,-77.181389,0.0,,Deslizamiento rotacional,
Deslizamiento,2015-03-18,NARIÑO,PASTO,EL ENCANO,-77.275278,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-03-18,NARIÑO,PASTO,EL ENCANO,-77.15,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-03-18,NARIÑO,PASTO,EL ENCANO,-77.185278,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-03-18,NARIÑO,PASTO,EL ENCANO,-77.192222,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-03-18,NARIÑO,PASTO,EL ENCANO,-77.2325,0.0,,Deslizamiento rotacional,
Deslizamiento,2015-03-18,NARIÑO,PASTO,EL ENCANO,-77.196389,0.0,,Deslizamiento rotacional,
Deslizamiento,2015-03-18,NARIÑO,PASTO,EL ENCANO,-77.156667,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-03-18,NARIÑO,PASTO,EL ENCANO,-77.1575,0.0,,Deslizamiento rotacional,
Deslizamiento,2015-03-18,NARIÑO,PASTO,EL ENCANO,-77.155833,0.0,,Deslizamiento rotacional,
Deslizamiento,2015-03-18,NARIÑO,PASTO,EL ENCANO,-77.156389,0.0,,Deslizamiento rotacional,
Deslizamiento,2015-03-18,NARIÑO,PASTO,EL ENCANO,-77.163889,0.0,,Deslizamiento rotacional,
Flujo,2015-03-11,NORTE DE SANTANDER,TOLEDO,TOLEDO,-72.075603,0.0,,Flujo de tierra,
Deslizamiento,2015-03-01,VALLE DEL CAUCA,YUMBO,LA BUITRERA,-76.529496,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-03-01,CALDAS,MARMATO,CABRAS,-75.613472,0.0,Flujo,Deslizamiento traslacional,Avalancha de detritos
Deslizamiento,2015-02-28,PUTUMAYO,ORITO,ORITO,-76.829722,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-02-23,NORTE DE SANTANDER,LOURDES,LOURDES,-72.840625,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-02-23,NORTE DE SANTANDER,SALAZAR,SALAZAR,-72.925956,0.0,Caida,Deslizamiento traslacional,Caida de detritos
Deslizamiento,2015-02-23,NORTE DE SANTANDER,LOURDES,LOURDES,-72.836825,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-02-23,NORTE DE SANTANDER,LOURDES,LA PAJUILA,-72.881731,0.0,Flujo,Deslizamiento traslacional,Flujo de detritos
Deslizamiento,2015-02-23,NORTE DE SANTANDER,SALAZAR,SAN ANTONIO,-72.906319,0.0,,Deslizamiento traslacional en cuña,
Deslizamiento,2015-02-23,NORTE DE SANTANDER,SALAZAR,SAN ANTONIO,-72.906678,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-02-23,NORTE DE SANTANDER,SALAZAR,SAN ANTONIO,-72.893261,0.0,,Deslizamiento traslacional en cuña,
Deslizamiento,2015-02-23,NORTE DE SANTANDER,SALAZAR,SALAZAR,-72.930583,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-02-23,NORTE DE SANTANDER,SALAZAR,SAN ANTONIO,-72.908358,0.0,,Deslizamiento traslacional,
Flujo,2015-02-23,NORTE DE SANTANDER,LOURDES,LA PAJUILA,-72.886342,0.0,,Flujo de detritos,
Deslizamiento,2015-02-23,NORTE DE SANTANDER,LOURDES,LA PAJUILA,-72.879328,0.0,,Deslizamiento traslacional,
Flujo,2015-02-22,NORTE DE SANTANDER,LOURDES,LOURDES,-72.876925,0.0,,Flujo de detritos,
Flujo,2015-02-22,NORTE DE SANTANDER,LOURDES,LOURDES,-72.888439,0.0,,Flujo de detritos,
Deslizamiento,2015-02-22,NORTE DE SANTANDER,LOURDES,SAN ISIDRO,-72.867156,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-02-22,NORTE DE SANTANDER,LOURDES,LOURDES,-72.882292,0.0,,Deslizamiento traslacional,
Flujo,2015-02-22,NORTE DE SANTANDER,LOURDES,LOURDES,-72.880503,0.0,,Flujo de tierra,
Deslizamiento,2015-02-22,NORTE DE SANTANDER,SALAZAR,SALAZAR,-72.932858,0.0,Flujo,Deslizamiento traslacional planar,Flujo de detritos
Deslizamiento,2015-02-22,NORTE DE SANTANDER,SALAZAR,SAN ANTONIO,-72.907008,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-02-22,NORTE DE SANTANDER,SALAZAR,SAN ANTONIO,-72.906247,0.0,,Deslizamiento traslacional planar,
Deslizamiento,2015-02-22,NORTE DE SANTANDER,SALAZAR,SALAZAR,-72.957267,0.0,,Deslizamiento en cuña,
Flujo,2015-02-22,NORTE DE SANTANDER,SALAZAR,SALAZAR,-72.934056,0.0,,Flujo de detritos,
Deslizamiento,2015-02-22,NORTE DE SANTANDER,LOURDES,LOURDES,-72.8622,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-02-22,NORTE DE SANTANDER,LOURDES,LOURDES,-72.840164,0.0,,Deslizamiento traslacional,
Flujo,2015-02-22,NORTE DE SANTANDER,LOURDES,LOURDES,-72.870425,0.0,,Flujo de detritos,
Deslizamiento,2015-02-22,NORTE DE SANTANDER,LOURDES,LOURDES,-72.865333,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-02-22,NORTE DE SANTANDER,LOURDES,LOURDES,-72.875281,0.0,,Deslizamiento traslacional,
Flujo,2015-02-22,NORTE DE SANTANDER,LOURDES,LOURDES,-72.876922,0.0,,Flujo de detritos,
Deslizamiento,2015-02-22,NORTE DE SANTANDER,LOURDES,SAN ISIDRO,-72.858233,0.0,Flujo,Deslizamiento traslacional,Flujo de detritos
Deslizamiento,2015-02-22,NORTE DE SANTANDER,LOURDES,LOURDES,-72.864581,0.0,Flujo,Deslizamiento traslacional,Flujo de tierra
Deslizamiento,2015-02-22,NORTE DE SANTANDER,LOURDES,LOURDES,-72.864693,0.0,Flujo,Deslizamiento traslacional,Flujo de tierra
Deslizamiento,2015-02-22,NORTE DE SANTANDER,LOURDES,LOURDES,-72.859869,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-02-22,NORTE DE SANTANDER,LOURDES,LOURDES,-72.841861,0.0,,Deslizamiento traslacional,
Flujo,2015-02-22,NORTE DE SANTANDER,LOURDES,LA PAJUILA,-72.901747,0.0,,Flujo de detritos,
Deslizamiento,2015-02-22,NORTE DE SANTANDER,LOURDES,LA PAJUILA,-72.880986,0.0,Flujo,Deslizamiento traslacional,Flujo de detritos
Deslizamiento,2015-02-21,BOYACÁ,CHISCAS,CHISCAS,-72.446417,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-02-21,BOYACÁ,CHISCAS,CHISCAS,-72.451756,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-02-21,BOYACÁ,CHISCAS,CHISCAS,-72.4976,0.0,Reptación,Deslizamiento traslacional,Reptacion de suelos
Deslizamiento,2015-02-21,BOYACÁ,CHISCAS,CHISCAS,-72.471744,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-02-12,BOYACÁ,GARAGOA,GARAGOA,-73.362046,0.0,,Deslizamiento rotacional,
Flujo,2015-02-01,NORTE DE SANTANDER,LOURDES,LA PAJUILA,-72.892775,0.0,,Flujo de detritos,
Deslizamiento,2015-01-28,NORTE DE SANTANDER,SALAZAR,SAN ANTONIO,-72.893286,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,CAUCA,LA SIERRA,LA SIERRA,-76.760044,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,CAUCA,LA SIERRA,LA SIERRA,-76.760447,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,CAUCA,LA SIERRA,LA SIERRA,-76.7635,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,CAUCA,LA SIERRA,LA SIERRA,-76.763672,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,CAUCA,LA SIERRA,LA SIERRA,-76.768119,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,CAUCA,ROSAS,ROSAS,-76.7415,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,CAUCA,ROSAS,ROSAS,-76.741764,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,CAUCA,ROSAS,ROSAS,-76.740336,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,CUNDINAMA RCA,VIANÍ,VIANÍ,-74.522778,0.0,,Deslizamiento rotacional,
Deslizamiento,2015-01-01,CUNDINAMA RCA,VIANÍ,VIANÍ,-74.578236,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,CUNDINAMA RCA,ÚTICA,ÚTICA,-74.455214,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,CAUCA,SOTARÁ (Paispamba),CHAPA,-76.608881,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,BOYACÁ,CHISCAS,CHISCAS,-72.4375,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,NORTE DE SANTANDER,TOLEDO,TOLEDO,-72.475609,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,NORTE DE SANTANDER,TOLEDO,TOLEDO,-72.459675,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,NORTE DE SANTANDER,TOLEDO,TOLEDO,-72.458367,0.0,,Deslizamiento rotacional,
Deslizamiento,2015-01-01,NORTE DE SANTANDER,TOLEDO,TOLEDO,-72.426094,0.0,,Deslizamiento rotacional,
Deslizamiento,2015-01-01,NORTE DE SANTANDER,TOLEDO,TOLEDO,-72.510666,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,BOYACÁ,CHISCAS,CHISCAS,-72.50875,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,BOYACÁ,CHISCAS,CHISCAS,-72.511111,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,NORTE DE SANTANDER,TOLEDO,TOLEDO,-72.489655,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,NORTE DE SANTANDER,TOLEDO,TOLEDO,-72.497145,0.0,,Deslizamiento traslacional,
Flujo,2015-01-01,NORTE DE SANTANDER,TOLEDO,TOLEDO,-72.369188,0.0,Deslizamiento,Avalancha de rocas,Deslizamiento traslacional
Deslizamiento,2015-01-01,VALLE DEL CAUCA,JAMUNDÍ,JAMUNDÍ,-76.601142,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,VALLE DEL CAUCA,JAMUNDÍ,JAMUNDÍ,-76.594072,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,NORTE DE SANTANDER,TOLEDO,TOLEDO,-72.501133,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,NORTE DE SANTANDER,TOLEDO,TOLEDO,-72.495391,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,CAUCA,SOTARÁ (Paispamba),EL CRUCERO,-76.598039,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,VALLE DEL CAUCA,JAMUNDÍ,JAMUNDÍ,-76.594611,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,VALLE DEL CAUCA,JAMUNDÍ,JAMUNDÍ,-76.702797,0.0,Caida,Deslizamiento traslacional,Caida de roca
Deslizamiento,2015-01-01,VALLE DEL CAUCA,JAMUNDÍ,JAMUNDÍ,-76.732117,0.0,Volcamiento,Deslizamiento traslacional,Volcamiento del macizo rocoso
Deslizamiento,2015-01-01,VALLE DEL CAUCA,JAMUNDÍ,JAMUNDÍ,-76.649078,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,VALLE DEL CAUCA,JAMUNDÍ,JAMUNDÍ,-76.648856,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,CAUCA,LA SIERRA,LA SIERRA,-76.767036,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,CAUCA,LA SIERRA,LA SIERRA,-76.763286,0.0,,Deslizamiento rotacional,
Deslizamiento,2015-01-01,CAUCA,SOTARÁ (Paispamba),SOTARÁ (Paispamba),-76.615469,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,CAUCA,CAJIBÍO,CAJIBÍO,-76.780608,0.0,,Deslizamiento rotacional,
Deslizamiento,2015-01-01,CAUCA,CAJIBÍO,ORTEGA,-76.819661,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,VALLE DEL CAUCA,JAMUNDÍ,JAMUNDÍ,-76.650508,0.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,CAUCA,LA SIERRA,LA DEPRESION,-76.858011,1200.0,,Deslizamiento traslacional,
Deslizamiento,2015-01-01,CAUCA,CAJIBÍO,DINDE,-76.777327,0.0,,Deslizamiento traslacional,
Deslizamiento,2014-12-25,CAUCA,POPAYÁN,POPAYÁN,-76.540278,0.0,,Deslizamiento rotacional,
Deslizamiento,2014-12-11,NARIÑO,SAN PABLO,SAN PABLO,-76.96,0.0,,Deslizamiento traslacional,
